datetime,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,EE,sss
15.03.2023 00:00,4.7,743.8,757.6,0.4,54,Wind blowing from the south,2,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20,-3.8,,,,,,
14.03.2023 21:00,4.9,743.4,757.2,0.7,59,Wind blowing from the south,2,,,"90  or more, but not 100%", ,,,,5.9,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","90  or more, but not 100%",2000-2500,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.","No Cirrus, Cirrocumulus or Cirrostratus.",20,-2.6,0.1,12,,,,
14.03.2023 18:00,5.5,742.7,756.4,0.3,58,Wind blowing from the south,2,,,100%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,1000-1500,,,20,-2.1,1,12,,,,
14.03.2023 15:00,5.6,742.4,756.1,-0.2,62,Wind blowing from the south,2,,,100%.,State of sky on the whole unchanged. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,1000-1500,,,20,-1.3,,,,,,
14.03.2023 12:00,3.2,742.6,756.4,-0.2,76,Wind blowing from the south,2,,,100%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,1000-1500,,,20,-0.6,,,,,,
14.03.2023 09:00,1.2,742.8,756.7,-1.3,91,Wind blowing from the south,2,,,100%.,Snow not falling as shower(s). ,Rain and snow or other types of solid precipitation,Cloud covering more than 1/2 of the sky throughout the appropriate period.,-5.5,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,300-600,,,20,-0.1,2,12,,,Even layer of compact or wet snow covering ground completely.,40
14.03.2023 06:00,-2.3,744.1,758.3,-2.6,96,Wind blowing from the south-southeast,2,,,100%.,"Continuous fall of snowflakes, heavy at time of observation. ",Snow and/or other types of solid precipitation,Cloud covering more than 1/2 of the sky throughout the appropriate period.,-5.5,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,300-600,Altostratus opacus or Nimbostratus.,,1.1,-2.9,0.9,12,,,,
14.03.2023 03:00,-3.1,746.7,760.9,-1.3,73,Wind blowing from the south-southeast,2,,,100%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",100%.,"2500 or more, or no clouds.",Altostratus opacus or Nimbostratus.,,20,-7.4,,,,,,
14.03.2023 00:00,-4,748,762.2,0.4,71,Wind blowing from the south,1,,,no clouds, ,,,,,,,,,,20,-8.6,,,,,,
13.03.2023 21:00,-2.9,747.6,761.8,1.1,72,Wind blowing from the south-southwest,1,,,no clouds,State of sky on the whole unchanged. ,Shower(s).,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,-0.8,,,,,,20,-7.3,1,12,,,,
13.03.2023 18:00,-2.2,746.5,760.7,0.9,66,Wind blowing from the south-west,1,,,"10%  or less, but not 0",Clouds generally dissolving or becoming less developed. ,Shower(s).,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,-7.7,1,12,,,,
13.03.2023 15:00,-2.6,745.6,759.7,1.8,93,Wind blowing from the west-southwest,2,,,100%.,"Snow shower(s), slight. ",Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",100%.,600-1000,,,7,-3.6,,,,,,
13.03.2023 12:00,-1.3,743.8,757.9,1.5,64,Wind blowing from the west-southwest,2,,,"90  or more, but not 100%", ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20,-7.3,,,,,,
13.03.2023 09:00,-4.6,742.3,756.5,2.1,73,Wind blowing from the west-southwest,1,,,40%., ,,,-6.3,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",20,-8.8,Trace of precipitation,12,,,Even layer of loose dry snow covering ground completely.,38
13.03.2023 06:00,-5.8,740.2,754.6,2.4,83,Wind blowing from the west-southwest,2,,,20–30%., ,,,-5.9,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20,-8.2,1,12,,,,
13.03.2023 03:00,-4.6,737.8,752,2.3,79,Wind blowing from the west,1,,,100%.,State of sky on the whole unchanged. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",100%.,"2500 or more, or no clouds.","Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.",,20,-7.7,,,,,,
13.03.2023 00:00,-4.4,735.5,749.6,3,82,Wind blowing from the west-southwest,1,,,"90  or more, but not 100%",State of sky on the whole unchanged. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,-7,,,,,,
12.03.2023 21:00,-3.8,732.5,746.5,4.8,95,Wind blowing from the west,2,,10,100%.,"Snow shower(s), slight. ",Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,5.8,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",100%.,600-1000,,,2.3,-4.5,15,12,,,,
12.03.2023 18:00,-2.1,727.7,741.5,3.5,94,Wind blowing from the west-northwest,3,,10,100%.,"Snow shower(s), slight. ",Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",100%.,300-600,,,3.5,-2.9,14,12,,,,
12.03.2023 15:00,4.2,724.2,737.6,-1.2,93,Wind blowing from the west,3,,,100%.,"Rain shower(s), moderate or heavy. ",Shower(s).,Rain.,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",100%.,200-300,,,3.9,3.2,,,,,,
12.03.2023 12:00,5.5,725.4,738.7,-1.7,97,Wind blowing from the south-southeast,2,,,100%.,"Rain, not freezing, continuous, moderate at time of observation. ",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,100-200,Altostratus opacus or Nimbostratus.,,2.9,5,,,,,,
12.03.2023 09:00,4.6,727.1,740.5,-2,97,Wind blowing from the south-southeast,2,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain and snow or other types of solid precipitation,Rain.,-1.5,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,100-200,Altostratus opacus or Nimbostratus.,,4.1,4.2,3,12,,,Even layer of compact or wet snow covering ground completely.,39
12.03.2023 06:00,3.1,729.1,742.6,-2.7,97,Wind blowing from the south-east,2,,,100%.,"Rain, not freezing, continuous, moderate at time of observation. ",Rain and snow or other types of solid precipitation,Rain.,-1.5,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,100-200,Altostratus opacus or Nimbostratus.,,2.5,2.7,2,12,,,,
12.03.2023 03:00,1.1,731.8,745.5,-3,95,Wind blowing from the south-east,1,,,100%.,"Rain or drizzle and snow, moderate or heavy. ",Rain and snow or other types of solid precipitation,Rain.,,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,100-200,Altostratus opacus or Nimbostratus.,,3.8,0.4,,,,,,
12.03.2023 00:00,-0.1,734.8,748.6,-2.7,92,Wind blowing from the south-east,2,,,100%.,"Continuous fall of snowflakes, slight at time of observation. ",Snow and/or other types of solid precipitation,Blizzard,,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,200-300,,,10,-1.3,,,,,,
11.03.2023 21:00,-1.5,737.5,751.6,-2.1,81,Wind blowing from the south-east,4,,,100%.,Slight or moderate drifting snow generally low (below eye level). ,Blizzard,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,-1.5,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,300-600,,,19,-4.3,1,12,,,,
11.03.2023 18:00,-2.8,739.6,753.7,-1.6,83,Wind blowing from the south-east,2,,,100%.,State of sky on the whole unchanged. ,Blizzard,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,300-600,,,18,-5.4,2,12,,,,
11.03.2023 15:00,-3.4,741.2,755.3,-2,78,Wind blowing from the south-east,3,,,100%.,Slight or moderate drifting snow generally low (below eye level). ,Snow and/or other types of solid precipitation,Blizzard,,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,300-600,,,20,-6.7,,,,,,
11.03.2023 12:00,-4.9,743.2,757.6,-1.2,87,Wind blowing from the south-east,3,,,100%.,"Continuous fall of snowflakes, heavy at time of observation. ",Snow and/or other types of solid precipitation,Blizzard,,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,300-600,Altostratus opacus or Nimbostratus.,,1.8,-6.7,,,,,,
11.03.2023 09:00,-5.9,744.4,758.8,-0.6,85,Wind blowing from the east-southeast,2,,,100%.,"Continuous fall of snowflakes, slight at time of observation. ",Snow and/or other types of solid precipitation,Cloud covering more than 1/2 of the sky throughout the appropriate period.,-7.3,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",40%.,300-600,Altostratus opacus or Nimbostratus.,,4.1,-8.1,0.2,12,,,Even layer of loose dry snow covering ground completely.,42
11.03.2023 06:00,-5.6,745,759.3,-0.2,71,Wind blowing from the east-southeast,2,,,100%., ,,,-7.3,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",100%.,"2500 or more, or no clouds.",Altostratus translucidus.,,20,-10.1,No precipitation,12,,,,
11.03.2023 03:00,-5.8,745.2,759.6,0.3,74,"Calm, no wind",0,,,100%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",100%.,"2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,20,-9.7,,,,,,
11.03.2023 00:00,-6.2,744.9,759.3,0.8,71,"Calm, no wind",0,,,100%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.",20,-10.7,,,,,,
10.03.2023 21:00,-6.6,744.1,758.5,1.2,67,"Calm, no wind",0,,,60%., ,,,,-3.7,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20,-11.7,Trace of precipitation,12,,,,
10.03.2023 18:00,-4.3,742.9,757.2,1.3,55,Wind blowing from the north-northwest,1,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,-12.1,Trace of precipitation,12,,,,
10.03.2023 15:00,-4,741.6,755.8,1.2,62,Wind blowing from the north-west,2,,,"90  or more, but not 100%",State of sky on the whole unchanged. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,-10.3,,,,,,
10.03.2023 12:00,-5,740.4,754.6,1.6,67,Wind blowing from the north-west,2,,,100%.,"Snow shower(s), slight. ",Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",100%.,600-1000,,,17,-10.3,,,,,,
10.03.2023 09:00,-6.4,738.8,753.1,1.3,73,Wind blowing from the north-west,2,,,100%., ,,,-7.5,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,1000-1500,,,20,-10.5,No precipitation,12,,,Even layer of loose dry snow covering ground completely.,42
10.03.2023 06:00,-5.1,737.5,751.6,1,69,Wind blowing from the north,2,,,70 – 80%., ,,,-7.5,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20,-9.9,No precipitation,12,,,,
10.03.2023 03:00,-5.5,736.5,750.7,-0.1,92,"Calm, no wind",0,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20,-6.6,,,,,,
10.03.2023 00:00,-6.3,736.6,750.7,0.9,92,"Calm, no wind",0,,,no clouds, ,,,,,,,,,,20,-7.4,,,,,,
09.03.2023 21:00,-5,735.7,749.8,1,87,"Calm, no wind",0,,,no clouds,State of sky on the whole unchanged. ,Snow and/or other types of solid precipitation,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,0.6,,,,,,20,-6.8,0.4,12,,,,
09.03.2023 18:00,-1.2,734.7,748.6,-0.4,71,Wind blowing from the west,1,,,"90  or more, but not 100%",State of sky on the whole unchanged. ,Snow and/or other types of solid precipitation,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","90  or more, but not 100%",2000-2500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20,-5.9,0.4,12,,,,
09.03.2023 15:00,-1.7,735.1,749,-0.3,83,Wind blowing from the south,1,,,100%.,"Continuous fall of snowflakes, slight at time of observation. ",Snow and/or other types of solid precipitation,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altostratus opacus or Nimbostratus.,,4.3,-4.2,,,,,,
09.03.2023 12:00,-0.1,735.4,749.3,0.8,52,Wind blowing from the south-southwest,1,,,100%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",100%.,2000-2500,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,20,-8.9,,,,,,
09.03.2023 09:00,-2.3,734.6,748.6,0.8,66,Wind blowing from the south-southwest,1,,,70 – 80%., ,,,-3.5,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",20,-7.9,0.4,12,,,Even layer of loose dry snow covering ground completely.,42
09.03.2023 06:00,-2.9,733.8,747.7,0.7,80,Wind blowing from the south,1,,,20–30%., ,,,-2.9,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,-5.9,2,12,,,,
09.03.2023 03:00,-1.6,733.1,747,0.8,78,Wind blowing from the west-southwest,1,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,-4.9,,,,,,
09.03.2023 00:00,-0.3,732.3,746.1,0.3,74,Wind blowing from the west-southwest,1,,,40%.,Clouds generally dissolving or becoming less developed. ,Snow and/or other types of solid precipitation,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,-4.5,,,,,,
08.03.2023 21:00,-0.5,732,745.9,-2.2,96,Wind blowing from the south-southeast,2,,,100%.,"Continuous fall of snowflakes, moderate at time of observation. ",Snow and/or other types of solid precipitation,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,-0.5,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,300-600,Altostratus opacus or Nimbostratus.,,2.6,-1,1,12,,,,
08.03.2023 18:00,-1.8,734.2,748.1,-2.9,89,Wind blowing from the south-east,3,,,100%.,"Continuous fall of snowflakes, moderate at time of observation. ",Snow and/or other types of solid precipitation,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,300-600,Altostratus opacus or Nimbostratus.,,1.5,-3.4,0.2,12,,,,
08.03.2023 15:00,-1.7,737.1,751.1,-2.5,73,Wind blowing from the south-southeast,3,,,100%.,State of sky on the whole unchanged. ,Snow and/or other types of solid precipitation,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",100%.,"2500 or more, or no clouds.",Altostratus translucidus.,,17,-6,,,,,,
08.03.2023 12:00,-3.5,739.6,753.7,-1.2,79,Wind blowing from the south-southeast,3,,,100%.,State of sky on the whole unchanged. ,Snow and/or other types of solid precipitation,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,300-600,,,17,-6.6,,,,,,
08.03.2023 09:00,-5.9,740.8,755,0.5,94,Wind blowing from the south-southeast,1,,,100%.,"Continuous fall of snowflakes, slight at time of observation. ",Snow and/or other types of solid precipitation,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,-10.5,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",100%.,200-300,,,4,-6.7,Trace of precipitation,12,,,Even layer of loose dry snow covering ground completely.,41
08.03.2023 06:00,-10.2,740.3,754.8,0,90,"Calm, no wind",0,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,,,,,,,9,-11.5,0.7,12,,,,
08.03.2023 03:00,-7.7,740.3,754.7,0.8,93,"Calm, no wind",0,,,no clouds,Mist. ,Shower(s).,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,9,-8.7,,,,,,
08.03.2023 00:00,-7,739.5,753.8,0.6,93,"Calm, no wind",0,,,no clouds,Mist. ,Shower(s).,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,,,,,,6,-7.9,,,,,,
07.03.2023 21:00,-2.9,738.9,753,0.2,91,"Calm, no wind",0,,,100%.,"Snow shower(s), slight. ",Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,1.3,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",100%.,300-600,,,5,-4.2,0.7,12,,,,
07.03.2023 18:00,-1.2,738.7,752.6,0,66,"Calm, no wind",0,,,100%.,State of sky on the whole unchanged. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,1000-1500,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.",,20,-6.9,Trace of precipitation,12,,,,
07.03.2023 15:00,0.6,738.7,752.6,-0.6,53,Wind blowing from the south-southwest,1,,,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",20,-7.9,,,,,,
07.03.2023 12:00,-0.7,739.3,753.2,0.3,65,Wind blowing from the south-southwest,1,,,20–30%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20,-6.6,,,,,,
07.03.2023 09:00,-3.8,739,753.1,0.7,77,Wind blowing from the south-southwest,1,,,100%., ,,,-4.4,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",100%.,"2500 or more, or no clouds.","Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.",,20,-7.3,No precipitation,12,,,Even layer of compact or wet snow covering ground completely.,41
07.03.2023 06:00,-3.9,738.3,752.5,-0.1,79,Wind blowing from the south-southwest,1,,,100%., ,,,-4.4,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",100%.,"2500 or more, or no clouds.","Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.",,20,-7,Trace of precipitation,12,,,,
07.03.2023 03:00,-3.3,738.4,752.5,0,74,Wind blowing from the south-southwest,1,,,70 – 80%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",70 – 80%.,"2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,-7.4,,,,,,
07.03.2023 00:00,-3.7,738.4,752.6,0.4,81,Wind blowing from the west-southwest,1,,,50%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",50%.,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20,-6.6,,,,,,
06.03.2023 21:00,-3.5,738,752.1,1.5,83,Wind blowing from the west-southwest,1,,,70 – 80%.,Clouds generally dissolving or becoming less developed. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,0,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,1000-1500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20,-6,Trace of precipitation,12,,,,
06.03.2023 18:00,-1.5,736.5,750.4,0.8,63,Wind blowing from the south-west,1,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,-7.7,0.2,12,,,,
06.03.2023 15:00,-0.5,735.7,749.5,0.4,71,Wind blowing from the south-west,1,,,70 – 80%.,State of sky on the whole unchanged. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,-5.2,,,,,,
06.03.2023 12:00,-1.2,735.3,749.2,0.5,72,Wind blowing from the west-southwest,1,,,70 – 80%.,State of sky on the whole unchanged. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",19,-5.7,,,,,,
06.03.2023 09:00,-2.6,734.8,748.9,0.3,86,Wind blowing from the west-southwest,1,,,"90  or more, but not 100%","Snow shower(s), slight. ",Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,-3.5,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.","90  or more, but not 100%",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",5,-4.7,0.2,12,,,Even layer of loose dry snow covering ground completely.,41
06.03.2023 06:00,-2.8,734.5,748.6,0.1,84,Wind blowing from the west-southwest,1,,,"90  or more, but not 100%", ,,,-3.5,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,-5.1,Trace of precipitation,12,,,,
06.03.2023 03:00,-2.7,734.4,748.4,0.2,88,Wind blowing from the west-southwest,1,,,"90  or more, but not 100%",State of sky on the whole unchanged. ,Snow and/or other types of solid precipitation,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",19,-4.5,,,,,,
06.03.2023 00:00,-2.2,734.2,748.2,0.2,87,"Calm, no wind",0,,,"90  or more, but not 100%",Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,-4.1,,,,,,
05.03.2023 21:00,-2.8,734,748,1.3,81,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,,-0.4,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,-5.6,0.2,12,,,,
05.03.2023 18:00,-1.6,732.7,746.5,2.1,77,Wind blowing from the west-northwest,1,,,100%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,600-1000,,,20,-5.1,0.5,12,,,,
05.03.2023 15:00,-1.2,730.6,744.5,2.4,80,Wind blowing from the west-northwest,2,,,100%.,State of sky on the whole unchanged. ,Shower(s).,Snow and/or other types of solid precipitation,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,300-600,,,20,-4.3,,,,,,
